10048194196597,宁美国度,宁美国度 龙魂 i5 12400F/RTX3050/3060/Ti台式机组装电脑主机游戏台式电脑整机 i5 12400F+RTX3060 16G/500G,6288.00,20000.0,否,宁美官方旗舰店,9.0kg,intel i5,主流游戏,固态硬盘,RTX 3060,英雄联盟，GTA5，魔兽世界，CS，GO，守望先锋，DOTA2，求生之路2，堡垒之夜，最终幻想13，使命召唤11,,,,,,,,
100041104125,联想（Lenovo）,联想设计师Geekpro,9399.00,8.0,是,9.0kg,中国大陆,32GB,一级能效,支持IPv6,Windows 11,10-20L,intel i7,480GB/512GB SSD+1TB HDD,无显示器,RTX 3060,单主机,联想-GeekPro,设计制图,
10058650155551,微星（MSI）,微星（MSI）WX-001,4099.00,500,否,benkou电脑官方旗舰店,8.0kg,中国大陆,WX-001,16GB,无,支持IPv6,Windows 10,20L-30L,intel,512GB SSD,无显示器,GTX1660,单主机,RGB灯效，侧透
10058336700416,攀升（IPASON）,攀升（IPASON）战境S6,6599.00,20000.0,否,攀升DIY电脑旗舰店,500.00g,hpZJsJDPY,intel i5,高端游戏,固态硬盘,RTX 3060Ti,英雄联盟,,,,,,,
10024475397220,攀升（IPASON）,攀升（IPASON）战境S6,4599.00,20000.0,否,攀升DIY电脑旗舰店,500.00g,hpZJsJDPY,intel i5,主流游戏,固态硬盘,GTX1660S,英雄联盟,,,,,,,
10041046950683,联想（Lenovo）,联想（Lenovo）来酷LecooAIO,2499.00,100,否,联想响得美授权专卖店,7.0kg,16：9,联想-来酷,支持IPv6,8GB,Windows 10,上门服务，三年质保,intel 奔腾 赛扬,一级能效,512GB SSD,全面屏,集成显卡,22-24.5英寸,Wi-Fi
10045275858449,领睿（lingrui）,【英特尔二十核酷睿i7独显】台式机电脑主机电竞游戏吃鸡家用商务办公设计师渲染编程组装电脑领睿整机全套 主机+27寸显示器 套餐六：十六核强芯/32G/1512G/6G独显,4699.00,1000,否,领睿旗舰店,10.0kg,中国大陆,32GB,无,主机+显示器,一年质保,20L-30L,E5-2630,Windows 10,500G SSD+1T HDD,27英寸及以上,RTX 2060,支持IPv6,RGB灯效，侧透，无线上网
100029717180,华硕（ASUS）,华硕天选S501,5289.00,20000.0,是,7.84kg,中国大陆,16GB,华硕-天选,支持IPv6,Windows 11,10-20L,intel,512GB SSD,RTX 3060,无显示器,单主机,游戏电竞,,
100028151263,acer,acer台式机SQN4,2199.00,200,是,7.5kg,中国大陆,20-21.5英寸,宏碁-商祺,支持IPv6,Windows 10,10-20L,intel,240-256GB SSD,集成显卡,8GB,主机+显示器,商用,,
100033503872,神舟（HASEE）,神舟新瑞X50-2022A1,2699.00,5000,是,6.88kg,中国大陆,8GB,神舟-新瑞,单主机,Windows 11,10-20L,intel i5,512GB SSD,无显示器,集成显卡,一年质保,支持IPv6,商用,
10030523367129,华硕（ASUS）,华硕（ASUS）华硕i5办公,2899.00,2000,否,华硕极客盟专卖店,6.0kg,intel i5,家用办公,固态硬盘,集成显卡,,,,,,,,,
10044139937643,联想（Lenovo）,联想（Lenovo）M4000Q,2699.00,2000,否,联想商用天佑授权专卖店,9.0kg,中国大陆,20-21.5英寸,一级能效,不支持IPv6,8GB,Windows 10,10-20L,intel,联想-扬天M,1TB HDD,主机+显示器,集成显卡,上门服务，三年质保，7*24H咨询
100024222043,惠普（HP）,惠普HP Pro SFF ZHAN 66 G9 Desktop PC ,3899.00,20000.0,是,5.47kg,中国大陆,6H7K1PC,23-25英寸,惠普-战系列,支持IPv6,Windows 11,10L以下,intel i5,512GB SSD,8GB,集成显卡,一级能效,主机+显示器,商用
10037070161518,亚当贝尔,亚当贝尔 英特尔酷睿i7/独显/16G家用办公电竞游戏吃鸡设计师炒股组装台式电脑主机整机全套 主机+27英寸电竞显示器 配置四：酷睿i7/GTX1660S 6G/16G,3999.00,20000.0,否,亚当贝尔电脑旗舰店,10.0kg,27英寸及以上,亚当贝尔-魔影,支持IPv6,Windows 7,10L以下,intel i7,480-512GB SSD,GTX1660S,主机+显示器,16GB,游戏电竞,,
100028151239,acer,acer崭DKZHAN,5999.00,200,是,13.94kg,中国大陆,32GB,宏碁-暗影骑士,单主机,Windows 10,30L及以上,intel i7,512GB SSD,GTX1660S,无显示器,支持IPv6,游戏电竞,,
100036691120,雷神（ThundeRobot）,雷神雷神博睿 12H410-40,3498.00,500,是,6.57kg,中国大陆,23-25英寸,无,支持IPv6,Windows 11,10L以下,intel i5,512GB SSD,8GB,其他,上门服务，三年质保,主机+显示器,商用,
51598017198,联想（Lenovo）,联想i3/i5/i7企业税控商务办公家用娱乐学习网课游戏设计全套台式电脑主机二手台式机 套餐七：i7丨16G丨740G双盘【送24寸高清 联想优选 9成新,1598.00,5000,否,火星人二手商品专营店,13.0kg,属性20,16GB,9成新,商用电脑,intel i7,,,,,,,,
10062234922102,亚当贝尔,亚当贝尔 12代i7 12700F/RTX2060S 8G电竞吃鸡光追游戏独显台式DIY组装电脑主机 单主机+23.8英寸显示器 i7 12700F/RTX2060S 8G/32G,5499.00,8.0,否,亚当贝尔电脑旗舰店,10.0kg,23-25英寸,亚当贝尔-幻影,支持IPv6,Windows 10,10-20L,intel i7,480-512GB SSD,RTX2060S,32GB,主机+显示器,游戏电竞,,
100045483579,清华同方,清华同方超越E300 i3-12100,2799.00,0.0,是,12.0kg,中国大陆,20-21.5英寸,无,主机+显示器,Windows 11,10-20L,intel i3,1TB HDD,集成显卡,8GB,不支持IPv6,商用,,
32161323308,华橙,华橙 高颜值海景房i5 12400F/RTX3060Ti永劫吃鸡游戏台式组装电脑主机DIY组装机全套 配置三 电竞款十核丨32G丨2060 6G,2669.00,5000,否,华橙电脑旗舰店,12.0kg,中国大陆,CT007,至强Xeon-E5,入门游戏,固态硬盘,RTX 2060,,,,,,,
10066518555683,昂福镭仕（afresh）,昂福镭仕 11代酷睿i7八核RTX3060吃鸡LOL直播剪辑商用办公家用游戏电脑台式机主机整机组装机 单主机(有送键鼠套装礼品)  【推荐】i7十代/16G/512G/1650电竞,3798.00,0.0,否,锦杰电脑办公专营店,300.00g,无显示器,昂福镭仕-天际系列,单主机,一年质保，7*24H咨询,20L-30L,intel i7,Windows10未激活版,512GB SSD,16GB,GTX 1650,支持IPv6,RGB灯效，侧透,游戏电竞
100034641061,机械师（MACHENIKE）,机械师F117-V35G65D4,4499.00,2000,是,12.66kg,中国大陆,16GB,一级能效,单主机,无显示器,上门服务，三年质保，7*24H咨询,30L及以上,intel i5,机械师F117,512GB SSD,支持IPv6,GTX 1650,Windows 11,拆机保修，RGB灯效，侧透
37768121158,联想,【二手9成新】联想台式机 商用/家用/办公电脑主机i3 i5 i7二手主机/二手电脑/二手品牌电脑 套餐18:双核/4G/120G固态开机只需要15秒,347.00,20000.0,否,诚信二手电脑专营店,5.0kg,无显示器,9成新,500GB,其他,4GB,其他,电脑主机,,,,,,
68435567466,宏碁（acer）,宏碁（acer）SQX4270/N4270,2599.00,2000,否,宏碁瑞畅专卖店,5.0kg,中国大陆,SQX4270/N4270/N4288,无显示器,宏碁-商祺,支持IPv6,Windows 10,10L以下,intel i3,512GB SSD,单主机,集成显卡,8GB,三年质保
100033372549,acer,acer台式机SQN4,1999.00,200,是,7.05kg,中国大陆,16GB,宏碁-商祺,单主机,Windows 10,10-20L,intel,240GB/256GB SSD+1TB HDD,集成显卡,无显示器,不支持IPv6,商用,,
100033717093,天熠,天熠天熠TR11A2,6200.00,0.0,是,5.0kg,中国大陆,23-25英寸,无,主机+显示器,UOS,10-20L,国产处理器,240-256GB SSD,其他,8GB,支持IPv6,商用,,
100035240799,微星（MSI）,微星Creator B937,7499.00,11.0,是,10.0kg,中国大陆,16GB,无,支持IPv6,Windows 11,10-20L,intel i7,512GB SSD+1TB HDD,无显示器,RTX 3060,单主机,RGB灯效，无线上网,设计制图,
10056932111802,微星（MSI）,微星（MSI）MSI-侠客,3699.00,200,否,微星横竖互通专卖店,8.0kg,8GB,无,单主机,Windows 10,30L及以上,intel i3,480-512GB SSD,不支持IPv6,GTX1660,无显示器,侧透,游戏电竞,
10055058936787,技嘉（GIGABYTE）,技嘉（GIGABYTE）JIJIA-03,5749.00,1000,否,技嘉数创得能专卖店,8.0kg,JIJIA-03,intel i5,主流游戏,固态硬盘,RTX 3060,逆战，吃鸡游戏，极品飞车，英雄联盟，GTA5，CS，守望先锋，DOTA2，穿越火线，NBA，2K15，剑灵，堡垒之夜,,,,,,,
100017535217,机械师（MACHENIKE）,机械师T90-T35G65D3,4399.00,2000,是,9.96kg,中国大陆,8GB,一级能效,单主机,无显示器,Windows 11,30L及以上,intel i5,机械师F117,512GB SSD,上门服务，三年质保，7*24H咨询,GTX 1650,支持IPv6,拆机保修，RGB灯效，侧透
100011338047,京天（KOTIN）,京天JT400-JH515T,3199.00,2000,是,7.96kg,中国大陆,100011338047,16GB,京天-竞魂系列,单主机,Windows 10,10-20L,intel i5,无显示器,512GB SSD,上门服务，三年质保，7*24H咨询,其他,支持IPv6,拆机保修，RGB灯效，无线上网
100024977023,惠普（HP）,惠普HP Pro SFF ZHAN 66 G9 Desktop PC ,2399.99,1000,是,5.9kg,中国大陆,6H7W6PC,8GB,惠普-战系列,单主机,Windows 11,10L以下,intel i3,1TB HDD,无显示器,集成显卡,支持IPv6,一级能效,商用
100021137506,宏碁（acer）,宏碁SQX4270 660N,3368.00,20000.0,是,6.4kg,中国大陆,23-25英寸,一级能效,支持IPv6,Windows 10,10L以下,intel i5,1TB HDD,8GB,集成显卡,宏碁-商祺,主机+显示器,商用,
100028382333,攀升（IPASON）,攀升PS500-02030206AGAAI7,5499.00,20000.0,是,7.9kg,中国大陆,intel i7,入门游戏,固态+机械,RX550,吃鸡游戏，英雄联盟，CS，穿越火线，梦幻西游2,一级能效,,,,,,,
64989668685,英特尔（Intel）,英特尔i9级八核GTX1060独立显卡游戏直播吃鸡办公影音DIY组装台式机主机电脑二手台式机全套 六：i7级十二线路 16G GTX1060+32曲 主机+32寸曲面显示器 99新,2279.00,10000.0,否,优爱二手商品专营店,2.0kg,27英寸及以上,99成新,游戏电脑,GTX 1060,256GB SSD,16GB,,,,,,,
100035902600,戴尔（DELL）,戴尔Ins 24-5411-R3609W,5599.90,20000.0,是,8.2kg,中国大陆,22-24.5英寸,一级能效,不支持IPv6,Windows 11,intel i5,戴尔-灵越系列,240GB/256GB SSD+1TB HDD,16GB,集成显卡,全面屏,三年质保,会议教学一体机/广告机,
100019359051,惠普（HP）,惠普GT15-082acn,9999.00,50000.0,是,12.45kg,中国大陆,644L5PA,16GB,惠普-暗影精灵,单主机,Windows 11,20L-30L,intel i7,1TB SSD,无显示器,RTX 3070,一级能效,支持IPv6,游戏电竞
10058190265248,将臣,将臣 英特尔i9级十核GTX1660S 6G直播电竞游戏电脑主机全套办公台式机家用设计师组装电脑整机 配置三 十核/3060 12G/32G/480G 单主机,3899.00,200,否,阿玛塔电脑旗舰店,100.00g,至强Xeon-E5,MOD改装,固态硬盘,RTX 3060,逆战，仙剑情缘，天龙八部，仙剑七，吃鸡游戏，极品飞车，英雄联盟，GTA5，魔兽世界，方舟生产进化，CS，GO，守望先锋，H1Z1，DOTA2，穿越火线，全面战争，NBA，2K15，300英雄，风暴英雄，神作的终极形态，剑灵，武装突袭3，求生之路2，堡垒之夜，无限法则，Apex英雄，激战2，战地5，坦克世界，最终幻想13，剑网3，梦幻西游2，梦三国，刺客信条，孤岛危机3，巫师3，使命召唤11，孤岛惊魂4，合金装备5，看门狗,,,,,,,,
100022046423,机械革命（MECHREVO）,机械革命机械革命旷世G7,7989.00,10000.0,是,13.0kg,中国大陆,5000012016,16GB,一级能效,单主机,无显示器,上门服务，三年质保,30L及以上,intel i7,无,512GB SSD,Windows 11,RTX 3060Ti,支持IPv6
10059523896827,七彩虹（Colorful）,七彩虹（Colorful） i5 12400F/12490F RTX3060/Ti台式组装电脑主机 配置一：i5 12400/核显/8G/256G,2599.00,27.0,否,嘉志硕电脑配件专营店,5.0kg,集成显卡,主流游戏,固态硬盘,,,,,,,,,,
10044047222629,ROG,ROGG10DK,8299.00,87.0,否,玩家国度ROG官方旗舰店,10.0kg,无显示器,ROG-光魔,支持IPv6,Windows 11,20L-30L,AMD R7,1TB SSD+1TB HDD,单主机,RTX 3060,16GB,侧透,游戏电竞,
10055354360722,宏碁（acer）,宏碁（acer）N4270,2198.00,2000,否,宏碁一体机旗舰店,15.0kg,无显示器,宏碁-商祺,支持IPv6,上门服务，7*24H咨询,10-20L,intel,240-256GB SSD,Windows 10,集成显卡,16GB,单主机,商用,
100021039601,七彩虹（Colorful）,七彩虹iGame 幻境之眼-M600B6,5999.00,10000.0,是,17.95kg,中国大陆,16GB,一级能效,支持IPv6,无显示器,上门服务，三年质保,10-20L,intel i5,七彩虹-M600幻境之眼,480-512GB SSD,Windows 11,RTX 3050,单主机,水冷，侧透，无线上网
100034011645,华硕（ASUS）,华硕PN64I7H16E,5799.00,20000.0,是,1.65kg,中国大陆,90MS02G1-M00050,16GB,一级能效,支持IPv6,无显示器,Windows 11,10L以下,intel i7,迷你PC,512GB SSD,华硕-破晓,集成显卡,上门服务，三年质保
1622278244,天虹,天虹PC-F003A,399.00,5000,否,天虹电脑官方旗舰店,1.5kg,中国大陆,PC-F003A,无内存,无,支持IPv6,Windows 10,10L以下,intel,迷你PC,60GB,无显示器,集成显卡,三年质保
100038199086,神舟（HASEE）,神舟战神K4A5-2022A1,3299.00,5000,是,8.6kg,中国大陆,8GB,神舟-战神,单主机,Windows 11,20L-30L,intel i5,512GB SSD,无显示器,RX550,一年质保,不支持IPv6,设计制图,
10051284694917,华硕（ASUS）,华硕（ASUS）A12-i5,3299.00,200,否,benkou电脑官方旗舰店,8.0kg,A12-i5,无显示器,无,单主机,Windows 10,20L-30L,intel i5,512GB SSD,16GB,RTX 3060,三年质保,支持IPv6,游戏电竞
10064451997602,联想（Lenovo）,联想（Lenovo）台式机,3898.00,0.0,否,联想联戴普华专卖店,5.488kg,16GB,天逸-510A,支持IPv6,Windows 11,10-20L,intel,480-512GB SSD,其他,主机+显示器,19.5英寸及以下,商用,,
100032427188,神舟（HASEE）,神舟新瑞X30-2022A1,2388.00,5000,是,6.8kg,中国大陆,8GB,神舟-新瑞,单主机,Windows 11,10-20L,intel i3,512GB SSD,无显示器,集成显卡,一年质保,不支持IPv6,商用,
10612815989,航向者,航向者 英特尔i5酷睿i7八线程/RTX2060 6G企业办公吃鸡游戏台式电脑主机DIY组装整机全套 办公佳选》套一 酷睿i5丨高清集显丨128G,569.00,20000.0,否,航向者组装电脑旗舰店,4.0kg,HZ005,intel i5,家用办公,固态硬盘,集成显卡,英雄联盟,,,,,,,
70936231829,联想（LENOVO）,联想台式电脑整机 i3 i5 i7 商务办公家用游戏娱乐主机显示器全套台式机整机 二手台式机 【16】i7/16G/740G独显2G送24寸全新 亏本冲量  免费试用 三年质保 现货速发 9成新,2699.00,50000.0,否,数科优选二手电脑专营店,6.0kg,intel i7,9成新,家用电脑,GTX 1070,16GB,其他,21.5英寸,,,,,,
10055354360723,宏碁（acer）,宏碁（acer）N4270,2388.00,2000,否,宏碁一体机旗舰店,15.0kg,无显示器,宏碁-商祺,支持IPv6,上门服务，7*24H咨询,10-20L,intel,512GB SSD,Windows 10,集成显卡,8GB,单主机,商用,
100040025737,雷神（ThundeRobot）,雷神雷神黑武士5 13Z7K47TRA,14998.00,20000.0,是,18.45kg,中国大陆,32GB,雷神-黑武士,单主机,Windows 11,30L及以上,intel i7,无显示器,1TB SSD,上门服务，一年质保，三年质保,RTX3070Ti,支持IPv6,水冷，拆机保修，RGB灯效,游戏电竞
10026293548473,宏硕（hongshuo）,宏硕（hongshuo） 酷睿系列/4G独显/台式机电脑主机家用企业娱乐组装电脑整机全套 主机+21.5英寸显示器 套餐一酷睿i3/核显/8G内存/120G固态,1299.00,10000.0,否,宏硕电脑旗舰店,8.0kg,8GB,宏硕-企设系列,主机+显示器,Windows 7,10L以下,intel i3,120-128GB SSD,20-21.5英寸,集成显卡,不支持IPv6,上门服务，三年质保，7*24H咨询,商用,
100043350899,acer,acer崭DKZHAN,13449.00,1.0,是,14.8kg,中国大陆,32GB,宏碁-暗影骑士,单主机,Windows 10,30L及以上,intel i9,1TB SSD+1TB HDD,RTX 3070,无显示器,支持IPv6,游戏电竞,,
100031445798,雷神（ThundeRobot）,雷神雷神911黑武士Ⅳ 12B726TRA,8998.00,20000.0,是,14.98kg,中国大陆,16GB,雷神-黑武士,单主机,上门服务，一年质保，三年质保,10-20L,intel i7,无显示器,512GB SSD,Windows 11,RTX 3060Ti,支持IPv6,无线充电，水冷，拆机保修,游戏电竞
100033503874,神舟（HASEE）,神舟新瑞X35-2022A1,2999.00,5000,是,7.0kg,中国大陆,8GB,神舟-新瑞,不支持IPv6,Windows 11,10-20L,intel i5,512GB SSD,无显示器,GT730,一年质保,单主机,商用,
10066473217037,昂福镭仕（afresh）,昂福镭仕 11代酷睿i7八核RTX3060吃鸡LOL直播剪辑商用办公家用游戏电脑台式机主机整机组装机 单主机(有送键鼠套装礼品)  D1581十六核/16g/256g/RX580显卡,2298.00,0.0,否,锦杰电脑办公专营店,300.00g,无显示器,昂福镭仕-天际系列,支持IPv6,一年质保，7*24H咨询,20L-30L,intel,Windows10未激活版,256GB SSD,单主机,RX580,16GB,RGB灯效，侧透,游戏电竞
51432086253,华硕（ASUS）,英特尔I7级六核独显GTX1660 6G游戏直播吃鸡全套办公主机DIY组装二手台式机电脑 套餐三 i7级六核/16G/750独显/高效LOL 主机+显示器 99新,1661.00,20000.0,否,火星人二手商品专营店,3.0kg,中国大陆,属性36,16GB,99成新,游戏电脑,其他,23-24英寸,其他,,,,,
100033712616,戴尔（DELL）,戴尔Ins 3910-R18N8B,6599.00,20000.0,是,8.5kg,中国大陆,23-25英寸,一级能效,支持IPv6,三年质保,10-20L,intel i5,16GB,240GB/256GB SSD+1TB HDD,戴尔-灵越系列,GTX1650S,Windows 11,主机+显示器,商用
71824509564,联想（Lenovo）,联想（Lenovo）Lecoo AIO ,1899.00,10000.0,是,7.2kg,中国大陆,无,联想-来酷,不支持IPv6,Windows 10,intel 奔腾 赛扬,240-256GB SSD,8GB,集成显卡,上门服务，三年质保,全面屏,商用,,
100034732248,AOC,AOCA910,2999.00,10000.0,是,6.05kg,中国大陆,16GB,AOC-荣光系列,支持IPv6,Windows 10,10-20L,intel i5,512GB SSD,无显示器,集成显卡,上门服务，三年质保,单主机,商用,
100036908889,神舟（HASEE）,神舟战神K67-2022S1,7299.00,5000,是,9.75kg,中国大陆,16GB,神舟-战神,支持IPv6,Windows 11,20L-30L,intel i7,512GB SSD,无显示器,RTX 3060,一年质保,单主机,游戏电竞,
